country,study_id,region,age_low,age_high,gender,population,date,age_breakdown,gender_breakdown,for_regional_analysis,reference
England,GBR2,South West,87,88,Female,12614,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,87,88,Male,8121,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,88,89,Female,11531,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,88,89,Male,6696,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,89,90,Female,9989,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,89,90,Male,5714,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,90,91,Female,44434,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,South West,90,91,Male,19332,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,0,1,Female,34494,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,0,1,Male,36480,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,1,2,Female,34470,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,1,2,Male,36337,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,2,3,Female,35299,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,2,3,Male,37272,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,3,4,Female,36157,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,3,4,Male,38572,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,4,5,Female,36993,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,4,5,Male,39192,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,5,6,Female,36594,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,5,6,Male,38129,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,6,7,Female,35381,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,6,7,Male,37625,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,7,8,Female,35713,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,7,8,Male,37482,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,8,9,Female,35967,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,8,9,Male,37925,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,9,10,Female,34956,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,9,10,Male,36627,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,10,11,Female,34671,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,10,11,Male,35907,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,11,12,Female,33624,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,11,12,Male,35249,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,12,13,Female,32833,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,12,13,Male,34699,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,13,14,Female,31720,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,13,14,Male,33449,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,14,15,Female,31396,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,14,15,Male,32949,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,15,16,Female,32245,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,15,16,Male,33552,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,16,17,Female,32896,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,16,17,Male,34904,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,17,18,Female,33525,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,17,18,Male,35753,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,18,19,Female,34767,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,18,19,Male,36960,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,19,20,Female,36249,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,19,20,Male,38890,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,20,21,Female,36414,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,20,21,Male,38892,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,21,22,Female,36720,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,21,22,Male,39098,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,22,23,Female,38441,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,22,23,Male,40413,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,23,24,Female,38254,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,23,24,Male,40387,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,24,25,Female,39853,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,24,25,Male,41415,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,25,26,Female,40203,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,25,26,Male,43111,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,26,27,Female,39169,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,26,27,Male,41588,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,27,28,Female,38436,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,27,28,Male,39768,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,28,29,Female,37997,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,28,29,Male,38810,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,29,30,Female,38075,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,29,30,Male,37257,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,30,31,Female,37595,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,30,31,Male,37885,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,31,32,Female,37114,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,31,32,Male,38057,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,32,33,Female,36380,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,32,33,Male,36180,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,33,34,Female,36906,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,33,34,Male,36827,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,34,35,Female,36740,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,34,35,Male,35877,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,35,36,Female,36890,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,35,36,Male,36404,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,36,37,Female,37786,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,36,37,Male,36685,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,37,38,Female,35585,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,37,38,Male,34706,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,38,39,Female,32620,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,38,39,Male,32631,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,39,40,Female,32375,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,39,40,Male,32097,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,40,41,Female,33460,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,40,41,Male,33398,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,41,42,Female,34019,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,41,42,Male,34062,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,42,43,Female,35300,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,42,43,Male,35148,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,43,44,Female,36900,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,43,44,Male,36970,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,44,45,Female,39192,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,44,45,Male,38765,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,45,46,Female,41081,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,45,46,Male,39966,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,46,47,Female,40322,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,46,47,Male,39537,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,47,48,Female,40996,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,47,48,Male,40364,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,48,49,Female,40824,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,48,49,Male,40172,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,49,50,Female,40953,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,49,50,Male,40473,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,50,51,Female,41520,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,50,51,Male,40356,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,51,52,Female,41766,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,51,52,Male,39927,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,52,53,Female,40757,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,52,53,Male,39813,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,53,54,Female,39481,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,53,54,Male,39363,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,54,55,Female,39254,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,54,55,Male,39095,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,55,56,Female,37629,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,55,56,Male,37186,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,56,57,Female,35485,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,56,57,Male,34846,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,57,58,Female,34707,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,57,58,Male,34530,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,58,59,Female,33847,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,58,59,Male,33798,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,59,60,Female,33182,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,59,60,Male,32172,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,60,61,Female,32060,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,60,61,Male,31176,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,61,62,Female,31055,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,61,62,Male,30599,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,62,63,Female,31722,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,62,63,Male,30803,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,63,64,Female,31493,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,63,64,Male,30604,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,64,65,Female,30392,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,64,65,Male,29469,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,65,66,Female,30439,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,65,66,Male,29261,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,66,67,Female,31392,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,66,67,Male,29831,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,67,68,Female,32094,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,67,68,Male,30453,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,68,69,Female,33114,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,68,69,Male,31552,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,69,70,Female,35237,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,69,70,Male,33435,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,70,71,Female,28170,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,70,71,Male,26447,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,71,72,Female,28507,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,71,72,Male,26531,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,72,73,Female,29083,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,72,73,Male,26782,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,West Midlands,73,74,Female,26824,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
