country,study_id,age_low,age_high,region,gender,n_tested,n_positive,seroprevalence_unadjusted,range_sero_low,range_sero_high,seroprevalence_weighted,matching_deaths_data,date_start_survey,date_end_survey,age_breakdown,gender_breakdown,for_regional_analysis,national_summary,ref,notes,
USA,CDC_1,19,49,"New York City-Metro Region, New York",both,909,,0.0857178,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,"New York City-Metro Region, New York",both,455,,0.0691356,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,"New York City-Metro Region, New York",both,807,,0.0418798,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"Miami-Dade, Broward, Palm Beach, Martin, Florida",both,1742,,0.0246305,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"Miami-Dade, Broward, Palm Beach, Martin, Florida",female,964,,0.027966,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"Miami-Dade, Broward, Palm Beach, Martin, Florida",male,778,,0.027966,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,"Miami-Dade, Broward, Palm Beach, Martin, Florida",both,69,,0.0299673,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,19,49,"Miami-Dade, Broward, Palm Beach, Martin, Florida",both,491,,0.0152911,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,"Miami-Dade, Broward, Palm Beach, Martin, Florida",both,326,,0.0255835,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,"Miami-Dade, Broward, Palm Beach, Martin, Florida",both,856,,0.0359712,,,,,6/4/20,10/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Missouri (State),both,1882,,0.0322545,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Missouri (State),female,1018,,0.0314921,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Missouri (State),male,864,,0.0369242,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,Missouri (State),both,158,,0.0199608,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,19,49,Missouri (State),both,394,,0.0390208,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,Missouri (State),both,405,,0.0256788,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,Missouri (State),both,925,,0.0377819,,,,,20/04/2020,26/04/2020,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Utah (State),both,1132,,0.0277754,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Utah (State),female,673,,0.0312062,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Utah (State),male,465,,0.0276801,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,Utah (State),both,25,,NA,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,19,49,Utah (State),both,470,,0.0243446,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,Utah (State),both,328,,0.0345417,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,Utah (State),both,315,,0.032731,,,,,20/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Connecticut (State),both,1431,,0.0540782,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Connecticut (State),female,729,,0.0462636,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Connecticut (State),male,702,,0.0608445,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,Connecticut (State),both,219,,0.0147193,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,19,49,Connecticut (State),both,297,,0.0649424,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,Connecticut (State),both,300,,0.0842883,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,Connecticut (State),both,615,,0.0465495,,,,,26/04/2020,3/5/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
Germany,DEU_1,18,999,Baden-Wurttemberg,both,2466,45,0.018248175,,,,,22/04/2020,15/05/2020,,,,,https://www.klinikum.uni-heidelberg.de/fileadmin/pressestelle/Kinderstudie/Prevalence_of_COVID-19_in_BaWu__.pdf,Parent-child paired study,
China,CHN1,NA,NA,"Wuhan, Hubei",,346,13,0.037572254,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,hotel workers,age IQR available
China,CHN1,NA,NA,"Wuhan, Hubei",,219,7,0.03196347,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,healthcare worker relative,age IQR available
China,CHN1,NA,NA,"Chengdu, Sichuan",,9442,55,0.005825037,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,community resident,age IQR available
China,CHN1,NA,NA,"Guangzhou, Guangdong",,442,6,0.013574661,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,factory worker,age IQR available
China,CHN1,NA,NA,"Jinzhou/Honghu, Hubei",,979,35,0.035750766,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,Hemodialysis patient,age IQR available
China,CHN1,NA,NA,"Guangzhou/Foshan, Guangdong",,563,16,0.028419183,,,,,30/03/2020,10/4/20,,,,,https://www.nature.com/articles/s41591-020-0949-6#Sec11,Hemodialysis patient,age IQR available
Brazil,BRA1,0,4,all,,430,,0.014,0.005,0.03,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,5,9,all,,682,,0.012,0.005,0.023,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,10,19,all,,2287,,0.014,0.009,0.019,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,20,29,all,,3866,,0.014,0.011,0.018,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,30,39,all,,3834,,0.015,0.012,0.02,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,40,49,all,,3975,,0.016,0.012,0.02,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,50,59,all,,4015,,0.017,0.013,0.021,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,60,69,all,,3381,,0.01,0.007,0.014,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,70,79,all,,1797,,0.012,0.008,0.018,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
Brazil,BRA1,80,999,all,,728,,0.005,0.001,0.014,,brazil.RDS,15/05/2020,22/05/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.30.20117531v1.full.pdf,,
